"270","Pre_Quals","1"
"271","Pre_Generals","4"
"272","Post_Quals","2"
"274","Pre_Generals","4"
"275","Post_Generals","5"
"276","Pre_Quals","3"
"277","Pre_Quals","1"
"278","Pre_Quals","2"
"280","Pre_Quals","3"
"283","Pre_Quals","1"
"284","Post_Quals","3"
"286","Post_Quals","3"
"287","Pre_Generals","4"
"288","Post_Generals","5"
"294","Pre_Generals","4"
"296","Pre_Generals","4"
"299","Pre_Quals","3"
"300","Post_Generals","8"
"303","Post_Quals","4"
"306","Pre_Generals","4"
"309","Post_Quals","3"
"310","Pre_Generals","4"
"311","Post_Quals","3"
"312","Pre_Quals","4"
"314","Post_Generals","4"
"315","Pre_Generals","4"
"317","Pre_Generals","4"
"318","Pre_Quals","5"
"320","Post_Quals","3"
"321","Pre_Generals","4"
"322","Pre_Generals","4"
"325","Pre_Generals","4"
"327","Pre_Generals","4"
"328","Pre_Generals","4"
"333","Pre_Quals","2"
"340","Pre_Generals","4"
"343","Pre_Quals","1"
"347","Pre_Generals","4"
"348","Post_Quals","3"
"350","Pre_Generals","4"
"352","Post_Generals","5"
"353","Post_Quals","4"
"354","Pre_Generals","4"
"356","Pre_Generals","4"
"357","Post_Quals","4"
"358","Pre_Generals","4"
"361","Post_Generals","6"
"362","Post_Quals","3"
"363","Pre_Quals","3"
"368","Post_Generals","4"
"374","Post_Generals","12"
"376","Post_Quals","4"
"377","Pre_Quals","1"
"380","Post_Generals","6"
"381","Post_Generals","10"
"382","Post_Quals","3"
"383","Pre_Quals","2"
"384","Post_Quals","3"
"390","Pre_Quals","2"
"391","Post_Quals","4"
"392","Pre_Generals","4"
"397","Pre_Generals","4"
"398","Pre_Quals","1"
"400","Pre_Generals","4"
"401","Pre_Generals","4"
"402","Pre_Quals","2"
"403","Post_Generals","12"
"404","Post_Generals","4"
"406","Post_Generals","5"
"408","Pre_Quals","2"
"410","Pre_Generals","4"
"411","Post_Generals","6"
"412","Post_Quals","3"
"416","Pre_Quals","1"
"417","Pre_Quals","1"
"418","Post_Quals","3"
"419","Post_Generals","7"
"420","Pre_Generals","4"
"422","Post_Quals","3"
"424","Pre_Generals","4"
"426","Post_Quals","5"
"427","Post_Quals","4"
"428","Pre_Generals","4"
"429","Post_Quals","5"
"431","Pre_Quals","2"
"432","Post_Quals","5"
"435","Post_Quals","4"
